"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2022/10/09","GBSCT",5463300,231,6994,35,1254,0.559908492993995,0.0116336313700103,0.00310703743980115,0.00135957711208065,0.00606585788561525,0.00447991843286489,0.000866551126516464,0.00169767296013098,0.0112994350282486,0.00588536217382127
"2022/10/10","GBSCT",5463300,224,6852,35,1254,0.556042031523643,0.0117642474869686,0.00317712470214456,0.00139019701690667,0.00606585788561525,0.00447991843286489,0.000866551126516464,0.00169767296013098,0.0112994350282486,0.00588536217382127
"2022/10/11","GBSCT",5463300,224,6852,35,1254,0.556042031523643,0.0117642474869686,0.00317712470214456,0.00139019701690667,0.00606585788561525,0.00447991843286489,0.000866551126516464,0.00169767296013098,0.0112994350282486,0.00588536217382127
"2022/10/12","GBSCT",5463300,230,6957,41,1359,0.558717838148627,0.0116678689883112,0.00313971742543171,0.00137385469741708,0.00645161290322581,0.00445621268632004,0.00283671848405764,0.00293782880224545,0.0148809523809524,0.0064730383245361
"2022/10/13","GBSCT",5463300,230,6957,31,1162,0.558717838148627,0.0116678689883112,0.00313971742543171,0.00137385469741708,0.00479386385426654,0.00419184588555072,0.00295937584073177,0.00326694875040381,0.013077593722755,0.00657463741844548
"2022/10/14","GBSCT",5463300,221,6513,31,1162,0.562720712421311,0.0120471260862853,0.0033664366268305,0.0014728933142525,0.00479386385426654,0.00419184588555072,0.00295937584073177,0.00326694875040381,0.013077593722755,0.00657463741844548
"2022/10/15","GBSCT",5463300,221,6513,31,1162,0.562720712421311,0.0120471260862853,0.0033664366268305,0.0014728933142525,0.00479386385426654,0.00419184588555072,0.00295937584073177,0.00326694875040381,0.013077593722755,0.00657463741844548
"2022/10/16","GBSCT",5463300,225,6608,27,1050,0.565072639225182,0.0119529080398804,0.00331345261762757,0.00144975012874778,0.00322234156820623,0.00364047610667598,0.00300751879699248,0.00348206124158835,0.0115942028985507,0.00652177792168867
"2022/10/17","GBSCT",5463300,225,6608,27,1050,0.565072639225182,0.0119529080398804,0.00331345261762757,0.00144975012874778,0.00322234156820623,0.00364047610667598,0.00300751879699248,0.00348206124158835,0.0115942028985507,0.00652177792168867
"2022/10/18","GBSCT",5463300,208,6223,27,1050,0.573999678611602,0.0122859566473064,0.0033622367722527,0.00150927456653999,0.00322234156820623,0.00364047610667598,0.00300751879699248,0.00348206124158835,0.0115942028985507,0.00652177792168867
"2022/10/19","GBSCT",5463300,216,6608,36,1445,0.573849878934625,0.0119232192245205,0.00331345261762757,0.00144975012874778,0.00226244343891403,0.00255725098387377,0.00212426978226235,0.00246053764861685,0.00909090909090909,0.00491926972946121
"2022/10/20","GBSCT",5463300,216,6608,22,765,0.573849878934625,0.0119232192245205,0.00331345261762757,0.00144975012874778,0.00134048257372654,0.00262553605258809,0.00336134453781513,0.00410150034321493,0.0117647058823529,0.00764078695793535
"2022/10/21","GBSCT",5463300,225,6845,31,1002,0.568298027757487,0.0117338749509581,0.00318826717678941,0.00139506477130242,0.0152594099694812,0.00766304052819265,0.00456230396350157,0.00417266366525399,0.0159680638722555,0.00776148741311349
"2022/10/22","GBSCT",5463300,225,6845,31,1002,0.568298027757487,0.0117338749509581,0.00318826717678941,0.00139506477130242,0.0152594099694812,0.00766304052819265,0.00456230396350157,0.00417266366525399,0.0159680638722555,0.00776148741311349
"2022/10/23","GBSCT",5463300,218,6613,28,832,0.578708604264328,0.0119006338712658,0.00325679856700863,0.00142500252055489,0.018450184501845,0.00925037518993087,0.00549450549450549,0.00502289763330106,0.0168269230769231,0.00873984581928928
"2022/10/24","GBSCT",5463300,226,6770,36,989,0.576809453471196,0.0117689554871061,0.00334235237943657,0.00142713047589938,0.0175257731958763,0.00825774372492584,0.00491116567961866,0.00435685558222623,0.0182002022244692,0.00833104578303611
"2022/10/25","GBSCT",5463300,226,6770,36,989,0.576809453471196,0.0117689554871061,0.00334235237943657,0.00142713047589938,0.0175257731958763,0.00825774372492584,0.00491116567961866,0.00435685558222623,0.0182002022244692,0.00833104578303611
"2022/10/26","GBSCT",5463300,218,6538,30,884,0.569134291832365,0.0120033916098221,0.00345906769889639,0.00147687954810344,0.0180995475113122,0.00878798986561663,0.00258564964447317,0.00334768513220461,0.0135746606334842,0.00762813831195863
"2022/10/27","GBSCT",5463300,226,6832,39,1203,0.553571428571429,0.0117879147512951,0.00329929300864101,0.00140877525133894,0.0149625935162095,0.0068603311186091,0.0021375133594585,0.00260978688492651,0.0116375727348296,0.00606044612896184
"2022/10/28","GBSCT",5463300,226,6832,39,1203,0.553571428571429,0.0117879147512951,0.00329929300864101,0.00140877525133894,0.0149625935162095,0.0068603311186091,0.0021375133594585,0.00260978688492651,0.0116375727348296,0.00606044612896184
"2022/10/29","GBSCT",5463300,217,6469,39,1203,0.554336064306693,0.0121121106068256,0.0034330554193232,0.00146579250537286,0.0149625935162095,0.0068603311186091,0.0021375133594585,0.00260978688492651,0.0116375727348296,0.00606044612896184
"2022/10/30","GBSCT",5463300,217,6469,35,1108,0.554336064306693,0.0121121106068256,0.0034330554193232,0.00146579250537286,0.0162454873646209,0.00744368440818542,0.00232078390923156,0.00283328997957103,0.0126353790613718,0.00657674690770088
"2022/10/31","GBSCT",5463300,222,6577,41,1246,0.557701079519538,0.0120030841924774,0.00497991967871486,0.00174866051933473,0.0160513643659711,0.00697800474546353,0.00229305205228159,0.00265581319826428,0.0160513643659711,0.00697800474546353
"2022/11/01","GBSCT",5463300,222,6577,41,1246,0.557701079519538,0.0120030841924774,0.00497991967871486,0.00174866051933473,0.0160513643659711,0.00697800474546353,0.00229305205228159,0.00265581319826428,0.0160513643659711,0.00697800474546353
"2022/11/02","GBSCT",5463300,211,6282,32,851,0.553645335880293,0.0122929180492632,0.00472175379426644,0.00174479604937104,0.0235017626321974,0.0101781596940635,0.00335739466174249,0.00388646027679132,0.0223266745005875,0.00992641011892575
"2022/11/03","GBSCT",5463300,215,6437,37,1056,0.547770700636943,0.0121586423577539,0.00464344941956882,0.00171592828859068,0.0189393939393939,0.00822142481009208,0.00270562770562771,0.00313301038769253,0.0179924242424242,0.00801712015215179
"2022/11/04","GBSCT",5463300,215,6437,28,819,0.547770700636943,0.0121586423577539,0.00464344941956882,0.00171592828859068,0.00732600732600733,0.005840407316765,0.0010465724751439,0.00221443743775096,0.0146520146520147,0.00822904862898193
"2022/11/05","GBSCT",5463300,215,6437,28,819,0.547770700636943,0.0121586423577539,0.00464344941956882,0.00171592828859068,0.00732600732600733,0.005840407316765,0.0010465724751439,0.00221443743775096,0.0146520146520147,0.00822904862898193
"2022/11/06","GBSCT",5463300,215,6437,28,819,0.547770700636943,0.0121586423577539,0.00464344941956882,0.00171592828859068,0.00732600732600733,0.005840407316765,0.0010465724751439,0.00221443743775096,0.0146520146520147,0.00822904862898193
"2022/11/07","GBSCT",5463300,215,6288,26,789,0.547232824427481,0.0123031228721169,0.00459105594286686,0.00172774467468506,0.0139416983523447,0.00818123235604538,0.00199167119319211,0.00311089600513769,0.0139416983523447,0.00818123235604538
"2022/11/08","GBSCT",5463300,215,6288,26,789,0.547232824427481,0.0123031228721169,0.00459105594286686,0.00172774467468506,0.0139416983523447,0.00818123235604538,0.00199167119319211,0.00311089600513769,0.0139416983523447,0.00818123235604538
"2022/11/09","GBSCT",5463300,215,6288,26,789,0.547232824427481,0.0123031228721169,0.00459105594286686,0.00172774467468506,0.0139416983523447,0.00818123235604538,0.00199167119319211,0.00311089600513769,0.0139416983523447,0.00818123235604538
"2022/11/10","GBSCT",5463300,216,6337,26,823,0.530534953448004,0.0122875378865576,0.00456466610312764,0.00171783619968195,0.0109356014580802,0.00710528978991231,0.00156222877972574,0.00269824258088954,0.0121506682867558,0.00748503113171268
"2022/11/11","GBSCT",5463300,216,6337,26,823,0.530534953448004,0.0122875378865576,0.00456466610312764,0.00171783619968195,0.0109356014580802,0.00710528978991231,0.00156222877972574,0.00269824258088954,0.0121506682867558,0.00748503113171268
"2022/11/12","GBSCT",5463300,216,6337,26,823,0.530534953448004,0.0122875378865576,0.00456466610312764,0.00171783619968195,0.0109356014580802,0.00710528978991231,0.00156222877972574,0.00269824258088954,0.0121506682867558,0.00748503113171268
"2022/11/13","GBSCT",5463300,216,6337,26,823,0.530534953448004,0.0122875378865576,0.00456466610312764,0.00171783619968195,0.0109356014580802,0.00710528978991231,0.00156222877972574,0.00269824258088954,0.0121506682867558,0.00748503113171268
"2022/11/14","GBSCT",5463300,212,6335,26,950,0.513812154696133,0.0123077599413682,0.00439709115508202,0.00168643638826662,0.0231578947368421,0.00956418595853678,0.00330827067669173,0.00365146576642865,0.00421052631578947,0.00411754398314516
"2022/11/15","GBSCT",5463300,212,6335,26,950,0.513812154696133,0.0123077599413682,0.00439709115508202,0.00168643638826662,0.0231578947368421,0.00956418595853678,0.00330827067669173,0.00365146576642865,0.00421052631578947,0.00411754398314516
"2022/11/16","GBSCT",5463300,212,6335,26,950,0.513812154696133,0.0123077599413682,0.00439709115508202,0.00168643638826662,0.0231578947368421,0.00956418595853678,0.00330827067669173,0.00365146576642865,0.00421052631578947,0.00411754398314516
"2022/11/17","GBSCT",5463300,221,6553,30,963,0.509995421944148,0.0121035066921446,0.00440384929049095,0.001657449333624,0.0290758047767394,0.0106119081278602,0.00415368639667705,0.00406207520443155,0.00558035714285714,0.00487764210215997
"2022/11/18","GBSCT",5463300,221,6553,30,963,0.509995421944148,0.0121035066921446,0.00440384929049095,0.001657449333624,0.0290758047767394,0.0106119081278602,0.00415368639667705,0.00406207520443155,0.00558035714285714,0.00487764210215997
